代码,名称,涨跌幅度,前收盘,最高,最低,收盘,振荡幅度,成交量,总金额,市场比%%,换手率%%,5日量变%%
000830,鲁西化工,-23.13,6.96,7.17,4.31,5.35,66.36,  48.25亿, 256.5亿,0.03,329.59,-44.89
300083,劲胜精密,-23.15,10.28,12.17,6.4,7.9,90.16,  61.21亿, 923.1亿,0.11,672.19,418.69
002123,梦网荣信,-23.18,20.88,28.48,14.31,16.04,99.02,  33.01亿, 621.8亿,0.07,540.03,-70
300414,中光防雷,-23.19,46.87,55.43,25.8,36,114.84,   5.23亿, 195.7亿,0.02,804.95,-71.88
002064,华峰氨纶,-23.25,6.71,6.78,4.26,5.15,59.15,  41.22亿, 209.8亿,0.03,272.44,-29.52
002445,中南文化,-23.25,23.18,31.99,14.4,17.79,122.15,  17.66亿, 360.7亿,0.04,278.25,-66.05
002027,分众传媒,-23.28,22.68,27.46,12.48,17.4,120.03,  27.06亿, 767.3亿,0.09,533.61,-48.77
600696,匹凸匹,-23.29,15.76,20.92,11.37,12.09,83.99,  48.69亿, 697.6亿,0.13,1429.77,-88.61
603997,继峰股份,-23.29,26.28,29.47,15.9,20.16,85.35,  12.87亿, 266.9亿,0.05,1128.88,-62.98
002152,广电运通,-23.31,19.69,21.59,11.95,15.1,80.67,  17.58亿, 353.1亿,0.04,136.61,16.35
000801,四川九洲,-23.33,14.4,17.1,9.87,11.04,73.25,  17.12亿, 306.9亿,0.04,167.35,-55.51
600432,*ST吉恩,-23.35,9.38,14.97,6.42,7.19,133.18,  43.58亿, 420.3亿,0.08,537.31,-67.75
300367,东方网力,-23.35,29.76,33.5,18.93,22.81,76.97,  22.64亿, 727.4亿,0.09,591.13,65.86
002423,*ST中特,-23.36,14.3,18.41,8.75,10.96,110.4,  25.22亿, 337.3亿,0.04,541.69,-82.69
300275,梅安森,-23.39,25.35,37.16,13.9,19.42,167.34,  11.19亿, 236.6亿,0.03,991.89,-56.16
600482,中国动力,-23.41,41.78,52.8,28.88,32,82.83,  19.68亿, 694.9亿,0.13,375.35,-80.08
000852,石化机械,-23.41,15.76,17.68,10.02,12.07,76.45,   9.11亿, 130.2亿,0.02,152.32,-35.26
002021,中捷资源,-23.45,12.24,13.48,6.75,9.37,99.7,  24.55亿, 224.2亿,0.03,432.36,-64.25
601222,林洋能源,-23.45,10.83,12.94,7.37,8.29,75.58,  23.10亿, 582.9亿,0.11,162.34,238.3
000631,顺发恒业,-23.52,6.76,7.36,3.87,5.17,90.18,  35.99亿, 233.0亿,0.03,166.12,-68.78
002308,威创股份,-23.53,20.74,26.02,12.77,15.86,103.76,  34.89亿, 602.7亿,0.07,417.57,-74.41
600280,中央商场,-23.56,10.91,12.66,5.93,8.34,113.49,  41.18亿, 341.2亿,0.06,358.59,-29.6
600875,东方电气,-23.56,13.54,14.51,9.35,10.35,55.19,  40.28亿, 439.3亿,0.08,201.7,-26.06
600958,东方证券,-23.56,21.94,26.48,15.27,16.77,73.41,  82.78亿,  1557亿,0.3,264.79,-4.68
601098,中南传媒,-23.62,24.05,26.71,15.37,18.37,73.78,  14.32亿, 283.4亿,0.05,79.71,-23.49
000545,金浦钛业,-23.68,7.94,10.64,5.13,6.06,107.41,  95.06亿, 667.4亿,0.08,990.79,-43.94
600578,京能电力,-23.68,5.87,5.59,3.96,4.48,41.16,  22.49亿, 103.7亿,0.02,48.71,-48.35
601339,百隆东方,-23.72,8.43,8.74,4.92,6.43,77.64,  21.45亿, 142.7亿,0.03,143,-83.74
600893,中航动力,-23.75,45.14,47.93,30.64,34.42,56.43,  27.53亿,  1051亿,0.2,201.31,-72.54
600825,新华传媒,-23.82,11.67,12.52,7.1,8.89,76.34,  27.09亿, 244.0亿,0.05,259.31,-70.61
002303,美盈森,-23.89,14.69,14.84,7.48,11.18,98.4,  34.88亿, 415.5亿,0.05,341.6,-84.44
600460,士兰微,-23.92,8.78,9.31,4.94,6.68,88.46,  66.86亿, 469.9亿,0.09,536.12,-84.97
002318,久立特材,-23.93,14.42,16.25,8.48,10.97,91.63,  50.58亿, 571.7亿,0.07,619.68,-59.64
600184,光电股份,-23.95,28.94,32.14,19.91,22.01,61.43,   9.09亿, 220.3亿,0.04,216.98,-61.21
000778,新兴铸管,-23.95,6.89,7.04,4.38,5.24,60.73,  145.1亿, 768.9亿,0.09,398.2,-0.96
600410,华胜天成,-23.96,15.86,20.53,9.29,12.06,120.99,  62.90亿, 966.9亿,0.18,704.79,-61.14
002381,双箭股份,-23.97,16.06,18.94,10.5,12.21,80.38,  19.30亿, 263.7亿,0.03,893.96,-61.96
601010,文峰股份,-24,7.5,7.85,4.94,5.7,58.91,  41.36亿, 242.9亿,0.05,223.82,-61.83
000025,特 力Ａ,-24.01,87.24,108,49.1,66.29,119.96,  20.01亿,  1469亿,0.18,1032.12,-82.74
000005,世纪星源,-24.03,9.53,11.1,6.18,7.24,79.61,  58.76亿, 469.9亿,0.06,643.1,-65.99
300155,安居宝,-24.03,17.06,18.93,9.88,12.96,91.6,  24.91亿, 356.7亿,0.04,908.19,-47.94
300315,掌趣科技,-24.08,13.87,15.28,9.28,10.53,64.66,  158.5亿,  1788亿,0.22,877.08,160.35
000893,东凌国际,-24.11,15.8,18.88,10.8,11.99,74.81,  15.72亿, 203.9亿,0.02,392.26,-15.42
002644,佛慈制药,-24.12,15.59,17.98,10.05,11.83,78.91,  18.91亿, 235.4亿,0.03,370.36,-37
000032,深桑达Ａ,-24.17,19.94,24.14,12.79,15.12,88.74,  12.99亿, 242.5亿,0.03,464.7,-45.25
600662,强生控股,-24.2,15.08,17.09,9.21,11.43,85.56,  80.27亿,  1025亿,0.2,762.05,-70.52
002274,华昌化工,-24.22,12.55,14.42,6.78,9.51,112.68,  28.19亿, 289.2亿,0.03,574.97,-61.98
300430,诚益通,-24.24,64.36,65.27,37.6,48.76,73.59,   2.92亿, 147.4亿,0.02,707.69,-59.66
000777,中核科技,-24.24,31.43,34.69,19.63,23.81,76.72,  27.62亿, 681.0亿,0.08,720.58,10.8
300449,汉邦高科,-24.25,63.95,69.76,33.52,48.44,108.11,   4.24亿, 264.9亿,0.03,589.45,-24.23
002737,葵花药业,-24.26,47.32,52.18,30.03,35.84,73.76,   6.68亿, 258.9亿,0.03,556.37,-60.76
002080,中材科技,-24.34,23.5,27.15,16.02,17.78,69.48,  15.38亿, 314.2亿,0.04,841.85,-69.88
600874,创业环保,-24.34,11.38,11.29,7.03,8.61,60.6,  31.25亿, 276.5亿,0.05,287.41,-65.98
600726,华电能源,-24.34,6.86,7.87,4.28,5.19,83.88,  41.24亿, 233.0亿,0.04,268.74,-45.77
600982,宁波热电,-24.36,7.47,7.41,4.57,5.65,62.14,  28.64亿, 154.6亿,0.03,423.56,-81.69
600765,中航重机,-24.37,20.11,21.02,13.3,15.21,58.05,  29.76亿, 475.2亿,0.09,382.46,-40.58
002494,华斯股份,-24.37,21.01,28.18,13.48,15.89,109.05,  26.38亿, 467.2亿,0.06,1025.37,-68.39
000029,深深房Ａ,-24.37,14.77,15.63,7.29,11.17,114.4,  35.50亿, 409.8亿,0.05,398.13,-63.85
600159,大龙地产,-24.38,7.22,7.79,4.04,5.46,92.82,  39.22亿, 217.2亿,0.04,472.5,-84.74
300460,惠伦晶体,-24.4,34.83,40.93,20.17,26.33,102.93,   7.33亿, 202.7亿,0.02,1066.54,-66.62
300251,光线传媒,-24.41,14.75,17.67,9.06,11.15,95.03,  58.91亿,  1088亿,0.13,214.1,-58.56
000722,湖南发展,-24.44,18.7,21.26,12.02,14.13,76.87,  18.45亿, 277.5亿,0.03,397.42,-63.17
600398,海澜之家,-24.45,14.52,14.88,8.97,10.97,65.89,  23.34亿, 265.1亿,0.05,152.43,-12.41
300055,万邦达,-24.46,23.43,23.98,14.32,17.7,67.46,  31.73亿, 588.9亿,0.07,496.86,-73.11
300058,蓝色光标,-24.47,14.02,15.44,7.62,10.59,102.62,  60.46亿, 659.9亿,0.08,425.57,-54.25
600380,健康元,-24.47,13.61,15.06,8.2,10.28,83.66,  60.11亿, 634.2亿,0.12,385.03,-29.28
002616,长青集团,-24.47,25.7,27.65,15.58,19.41,77.47,   8.96亿, 182.6亿,0.02,399.94,-50.73
002666,德联集团,-24.49,11.31,14.52,7.44,8.54,95.16,  23.46亿, 222.0亿,0.03,528.4,-52.5
600515,海航基础,-24.49,16.29,20.58,10.12,12.3,103.36,  28.81亿, 408.3亿,0.08,681.48,-89.04
002279,久其软件,-24.55,24.48,31.79,15.51,18.47,104.96,  18.71亿, 624.8亿,0.08,1025.67,-42.21
601985,中国核电,-24.58,9.52,10.02,6.49,7.18,54.39,  171.9亿,  1291亿,0.25,405.41,24.24
600133,东湖高新,-24.58,11.39,12.64,6.38,8.59,98.12,  34.64亿, 296.9亿,0.06,644.02,-60.8
300213,佳讯飞鸿,-24.59,37.13,43.41,19.36,28,124.23,   9.77亿, 258.4亿,0.03,625.24,-59.73
600743,华远地产,-24.61,6.46,6.55,4.17,4.87,57.07,  43.99亿, 232.6亿,0.04,187.51,-40.69
002413,雷科防务,-24.62,17.06,22.73,10.79,12.86,110.66,  32.31亿, 727.8亿,0.09,456.14,-8.99
300290,荣科科技,-24.68,19.45,27.47,12.54,14.65,119.06,  16.21亿, 285.1亿,0.03,1015.27,-47.63
002031,巨轮智能,-24.69,4.9,6.19,3.6,3.69,71.94,  62.65亿, 628.6亿,0.08,334.68,-54.19
600839,四川长虹,-24.71,6.07,6.38,3.31,4.57,92.75,  244.0亿,  1087亿,0.21,529.37,61.35
002016,世荣兆业,-24.72,14.36,14.76,7.36,10.81,100.54,  26.77亿, 266.2亿,0.03,414.38,-80.65
600387,海越股份,-24.74,17.62,20.46,10.19,13.26,100.79,  16.30亿, 227.1亿,0.04,422.53,-53.39
600139,西部资源,-24.78,15.58,18.65,7.91,11.72,135.78,  32.06亿, 386.8亿,0.07,484.39,-75.06
600118,中国卫星,-24.78,43.62,45.35,28.2,32.81,60.82,  35.53亿,  1231亿,0.23,300.45,-61.94
600289,亿阳信通,-24.8,18.47,20.86,10.34,13.89,101.74,  44.45亿, 644.7亿,0.12,785.41,-55.55
601008,连云港,-24.82,7.13,7.27,4.4,5.36,65.23,  29.46亿, 160.6亿,0.03,363.01,-29.45
002111,威海广泰,-24.85,31.95,33.6,18.28,24.01,83.81,  11.05亿, 288.0亿,0.03,419.27,-23.71
000701,厦门信达,-24.86,21.76,30.05,14.55,16.35,106.53,  27.57亿, 522.2亿,0.06,951.84,-49.88
600191,华资实业,-24.86,20.31,24.7,11.84,15.26,108.61,  15.68亿, 259.1亿,0.05,323.29,1.73
603169,兰石重装,-24.9,17.79,19.84,11.33,13.36,75.11,  21.25亿, 297.8亿,0.06,549.6,24.07
603399,新华龙,-24.92,14.93,15.45,8.9,11.21,73.6,  22.04亿, 260.6亿,0.05,441.42,-3.45
600391,成发科技,-24.92,49.96,54.42,31.2,37.51,74.42,  21.91亿, 921.4亿,0.18,663.65,-73.8
600055,万东医疗,-24.93,24.79,27.74,14.05,18.61,97.44,   9.38亿, 232.7亿,0.04,270.95,-56.78
600729,重庆百货,-24.98,32.11,29.66,19.37,24.09,53.12,  14.04亿, 336.5亿,0.06,376.41,-61.3
601727,上海电气,-25.02,11.23,14.8,7.12,8.42,107.87,  53.09亿, 492.3亿,0.09,53.89,-49.29
300314,戴维医疗,-25.05,32.26,39.24,20.18,24.18,94.45,  17.65亿, 467.5亿,0.06,933.3,-25.2
603005,晶方科技,-25.08,43.1,56.32,28.28,32.29,99.15,  11.14亿, 409.3亿,0.08,1117.74,-33.1
600023,浙能电力,-25.13,7.6,7.82,4.73,5.69,65.33,  74.88亿, 426.8亿,0.08,250.63,67.01
000158,常山股份,-25.14,17.66,22.36,10.3,13.22,117.09,  28.88亿, 405.1亿,0.05,377.19,-10.32
002229,鸿博股份,-25.18,32.61,32.3,15.1,24.4,113.91,  38.59亿, 962.4亿,0.12,1832.1,-66.32
300274,阳光电源,-25.18,15.33,15.58,9.22,11.47,68.98,  31.18亿, 658.5亿,0.08,373.71,-56.6
300151,昌红科技,-25.19,17.03,25.17,11.47,12.74,119.44,  25.95亿, 412.0亿,0.05,912.34,-85.11
600629,华建集团,-25.22,24.35,29.17,13.8,18.21,111.38,   5.23亿, 103.1亿,0.02,150.35,17.34
600643,爱建集团,-25.22,16.73,16.6,8.33,12.51,99.28,  87.96亿,  1007亿,0.19,613.35,-68.72
000936,华西股份,-25.26,13.62,15.75,6.64,10.18,137.2,  33.44亿, 351.7亿,0.04,447.21,-48.96
300208,恒顺众昇,-25.26,22.68,25,11.4,16.95,119.3,  30.38亿, 506.4亿,0.06,499.49,-79.77
002763,汇洁股份,-25.28,46.55,52.58,27.7,34.78,89.82,   6.85亿, 253.1亿,0.03,1058.84,-73.53
600792,云煤能源,-25.32,7.7,8.35,4.68,5.75,78.42,  28.30亿, 168.2亿,0.03,285.85,-71.79
002269,美邦服饰,-25.32,6.16,7.1,3.9,4.6,82.05,  50.54亿, 252.3亿,0.03,201.16,-25.25
000908,景峰医药,-25.36,15.34,16.62,10.2,11.45,62.94,   9.56亿, 120.3亿,0.01,199.09,368.8
600381,青海春天,-25.37,21.88,22.74,10.2,16.33,122.94,  10.39亿, 153.5亿,0.03,504.87,106
000700,模塑科技,-25.42,11.88,12.82,7.75,8.86,65.42,  28.16亿, 427.4亿,0.05,403.84,-25.76
002171,楚江新材,-25.44,22.96,25.48,12.74,17.12,100,  20.44亿, 361.0亿,0.04,629.09,-58.16
600707,彩虹股份,-25.44,12.62,14.17,6.5,9.41,118,  91.22亿, 971.0亿,0.18,1239.4,-80.64
000547,航天发展,-25.44,20.6,21.26,12.56,15.36,69.27,  20.18亿, 324.8亿,0.04,223.9,-49.5
600725,*ST云维,-25.49,7.65,8.16,4.28,5.7,90.65,  13.77亿,  81.2亿,0.02,223.49,-47.08
002433,太安堂,-25.55,14.56,15.53,8.64,10.84,79.75,  38.26亿, 415.8亿,0.05,566.81,-34.85
000428,华天酒店,-25.67,9.39,10.8,6.05,6.98,78.51,  26.13亿, 195.5亿,0.02,363.59,-75.7
300120,经纬电材,-25.68,19.2,19.8,10.83,14.27,82.83,   9.94亿, 146.2亿,0.02,603.33,-60.07
600190,锦州港,-25.69,5.8,5.93,3.8,4.31,56.05,  24.54亿, 111.6亿,0.02,183.31,-53.96
600251,冠农股份,-25.73,10.96,12.12,6.66,8.14,81.98,  28.92亿, 247.6亿,0.05,368.44,-24.8
300358,楚天科技,-25.74,26.07,26.49,13.57,19.36,95.21,  11.13亿, 270.0亿,0.03,798.25,-56.86
300154,瑞凌股份,-25.78,14.08,14.77,7.86,10.45,87.91,  16.35亿, 174.4亿,0.02,521.09,-74.48
300242,明家联合,-25.81,24.41,26.99,11.66,18.11,131.48,  16.74亿, 437.7亿,0.05,604.13,288.71
300177,中海达,-25.81,19.37,20.12,11.33,14.37,77.58,  24.52亿, 371.0亿,0.04,783.35,-69.32
002551,尚荣医疗,-25.82,29.9,34.58,17.34,22.18,99.42,  16.22亿, 386.8亿,0.05,603.69,-68.35
000868,安凯客车,-25.83,9.37,9.96,5.54,6.95,79.78,  37.68亿, 279.4亿,0.03,541.68,-72.84
002090,金智科技,-25.83,36.35,44.58,20.47,26.96,117.78,   9.12亿, 264.6亿,0.03,469.36,-78.93
002330,得利斯,-25.84,15.71,18.7,9.13,11.65,104.82,  32.90亿, 413.3亿,0.05,655.51,-86.08
002154,报 喜 鸟,-25.9,7.22,7.97,4.59,5.35,73.64,  67.12亿, 377.5亿,0.05,629.7,-53.63
600171,上海贝岭,-25.92,20.37,24.52,11.88,15.09,106.4,  41.10亿, 682.6亿,0.13,610.03,-74.37
600207,安彩高科,-25.98,13.28,17.3,8.33,9.83,107.68,  30.93亿, 350.7亿,0.07,448.24,-87.53
603979,金诚信,-25.99,25.93,27.89,17.6,19.19,58.47,  11.25亿, 262.5亿,0.05,635.69,-11.45
600270,外运发展,-26.02,24.44,28.08,15.61,18.08,79.88,  17.95亿, 364.0亿,0.07,198.27,-50.4
600617,国新能源,-26.03,15.6,16.2,10.16,11.54,59.45,   9.56亿, 119.1亿,0.02,424.17,-35.45
600399,抚顺特钢,-26.04,9.87,11.29,5.87,7.3,92.33,  84.89亿, 666.6亿,0.13,751.45,-61.62
002309,中利科技,-26.11,20.11,21.22,12.08,14.86,75.66,  17.51亿, 279.4亿,0.03,481.9,-62.92
000020,深华发Ａ,-26.11,33.55,37.37,18.2,24.79,105.33,  15.02亿, 375.1亿,0.05,828.88,-71.14
600297,广汇汽车,-26.12,11.64,15.49,7.88,8.6,96.57,  51.01亿, 498.5亿,0.09,277.26,196.3
002280,联络互动,-26.21,22.89,26.44,12.67,16.89,108.68,  30.16亿, 965.7亿,0.12,466.78,56.75
000930,中粮生化,-26.22,15.83,16.8,9.5,11.68,76.84,  97.35亿,  1231亿,0.15,1009.41,-48.86
300096,易联众,-26.22,25.9,29.55,13.2,19.11,123.86,  35.27亿, 677.9亿,0.08,945.32,-76.11
600478,科力远,-26.31,14.33,15.93,8.8,10.56,81.02,  31.04亿, 459.8亿,0.09,243.43,-73.74
603885,吉祥航空,-26.32,33.59,39.25,20.83,24.75,88.43,  12.82亿, 390.4亿,0.07,596.2,-21.72
002369,卓翼科技,-26.33,15,14.9,7.1,11.05,109.86,  44.94亿, 485.3亿,0.06,1076.49,-84.17
000557,西部创业,-26.34,7.48,8,4.91,5.51,62.93,  25.62亿, 148.0亿,0.02,437.77,-60.59
603456,九洲药业,-26.36,32.63,39.85,23.29,24.03,71.1,   3.70亿, 131.7亿,0.03,338.03,10.99
300101,振芯科技,-26.37,29.47,33.25,16.2,21.7,105.25,  27.74亿, 678.7亿,0.08,505.21,-73.3
002173,*ST创疗,-26.37,26.32,31.33,15.7,19.38,99.55,   7.44亿, 157.9亿,0.02,532.62,-90.43
002116,中国海诚,-26.41,18.63,19.03,11.04,13.71,72.37,  10.51亿, 150.3亿,0.02,254.9,-66.95
300049,福瑞股份,-26.44,30.9,30.85,17.46,22.73,76.69,  13.33亿, 305.8亿,0.04,589.27,-74
002689,远大智能,-26.44,10.4,12.63,6.69,7.65,88.79,  27.93亿, 242.5亿,0.03,296.49,-56.5
002055,得润电子,-26.45,36.1,41.8,21.12,26.55,97.92,  28.43亿, 873.5亿,0.11,705.88,8.01
300253,卫宁健康,-26.53,30.65,34.23,18.29,22.52,87.15,  35.78亿, 963.7亿,0.12,607.44,29.34
002612,朗姿股份,-26.55,27.8,39.52,20,20.42,97.6,  10.42亿, 292.3亿,0.04,496.5,-77.71
300005,探路者,-26.61,22.74,24.95,14.5,16.69,72.07,  25.57亿, 453.3亿,0.05,733.38,-60.11
600485,信威集团,-26.69,23.38,28.99,15.92,17.14,82.1,  79.65亿,  1571亿,0.3,488.24,-28.71
000665,湖北广电,-26.69,20.27,21.76,11.65,14.86,86.78,  16.63亿, 258.7亿,0.03,360.72,-63.79
600110,诺德股份,-26.73,13.73,13.56,5.54,10.06,144.77,  104.6亿, 923.1亿,0.18,908.99,-58.9
601989,中国重工,-26.77,10.16,10.38,5.66,7.44,83.39,  321.4亿,  2325亿,0.44,178.98,60.35
300139,晓程科技,-26.8,19.33,19.16,11.09,14.15,72.77,  19.11亿, 282.2亿,0.03,900.88,-80.09
000638,万方发展,-26.82,22.15,32.13,16.2,16.21,98.33,  17.12亿, 359.9亿,0.04,553.24,-39.82
600827,百联股份,-26.83,17.78,18.56,11.79,13.01,57.42,  27.84亿, 388.0亿,0.07,180.43,-71.29
000049,德赛电池,-26.84,57.6,68.38,32.16,42.14,112.62,  18.26亿, 775.8亿,0.09,889.44,-73.12
300452,山河药辅,-26.86,63.71,62.94,33.91,46.6,85.61,   2.66亿, 188.5亿,0.02,630.8,-48.5
600307,酒钢宏兴,-26.88,3.98,4.18,2.32,2.91,80.17,  184.9亿, 536.3亿,0.1,295.2,-3.09
600581,*ST八钢,-26.89,8.18,10.5,4.01,5.98,161.85,  28.43亿, 188.0亿,0.04,370.94,-78.29
002011,盾安环境,-26.9,14.5,17.58,9.31,10.6,88.83,  26.20亿, 318.6亿,0.04,311.93,-67.65
300238,冠昊生物,-26.95,56.67,51.68,34.3,41.4,50.67,   6.12亿, 263.9亿,0.03,324.94,-71.85
600317,营口港,-26.98,4.93,4.96,3.13,3.6,58.47,  40.08亿, 153.0亿,0.03,61.92,-41.31
300013,新宁物流,-27,20.3,24.5,12.18,14.82,101.15,  22.88亿, 376.8亿,0.05,1007.36,-67.12
300422,博世科,-27.03,50.84,50.6,24.69,37.1,104.94,   6.57亿, 242.0亿,0.03,947.18,-21
300227,光韵达,-27.03,36.44,41.82,18.27,26.59,128.9,  12.15亿, 328.1亿,0.04,1206.11,-66.71
002197,证通电子,-27.03,24.23,30.92,15.99,17.68,93.37,  37.38亿, 792.5亿,0.1,1108.39,-83.18
002170,芭田股份,-27.04,13.39,14.45,7.45,9.77,93.96,  50.31亿, 508.6亿,0.06,778.65,-79.09
300354,东华测试,-27.04,35.87,45.64,18.24,26.17,150.22,   6.46亿, 177.6亿,0.02,970.38,-45.16
601106,中国一重,-27.06,8.39,8.85,5.01,6.12,76.65,  144.2亿, 870.9亿,0.17,220.56,103.95
601021,春秋航空,-27.06,55.83,65.47,39.87,40.72,64.21,   6.96亿, 346.1亿,0.07,347.79,13.11
600835,上海机电,-27.08,29.02,31.17,18.08,21.16,72.4,  15.80亿, 349.2亿,0.07,195.93,-16.56
601313,江南嘉捷,-27.09,17.13,18.08,9.79,12.49,84.68,  17.40亿, 236.9亿,0.05,438.15,-85.25
002671,龙泉股份,-27.1,17.97,19.59,9.08,13.1,115.75,  19.72亿, 260.4亿,0.03,631.25,-38.53
002343,慈文传媒,-27.12,60.65,77.15,36.02,44.2,114.19,  10.64亿, 512.9亿,0.06,484.2,-77.48
002649,博彦科技,-27.19,57.86,63.76,32.93,42.13,93.62,  13.75亿, 587.2亿,0.07,1041.55,-55.17
002392,北京利尔,-27.22,8.01,9.05,4.64,5.83,95.04,  40.46亿, 238.8亿,0.03,622.27,-47.82
300018,中元股份,-27.22,17.45,18.54,9.71,12.7,90.94,  24.17亿, 401.6亿,0.05,807.09,38.39
002067,景兴纸业,-27.24,9.8,10.87,5.41,7.13,100.92,  123.8亿, 932.7亿,0.11,1288.85,-64.1
002189,利达光电,-27.27,34.18,38.82,18.99,24.86,104.42,  25.44亿, 745.0亿,0.09,1280.35,-57.06
000151,中成股份,-27.28,25.59,26.79,14.48,18.61,85.01,  21.38亿, 410.5亿,0.05,802.12,-57.25
300199,翰宇药业,-27.29,26.71,28.78,14.34,19.42,100.7,  23.20亿, 463.5亿,0.06,414.74,-62.23
000566,海南海药,-27.39,18.91,23.1,9.11,13.73,153.57,  42.39亿, 762.4亿,0.09,428.72,-17.54
603020,爱普股份,-27.39,29.75,31.65,18.15,21.6,74.38,   7.90亿, 236.0亿,0.04,408.44,-39.9
600090,同济堂,-27.46,17.15,19.98,9.83,12.44,103.26,  16.17亿, 217.1亿,0.04,439.39,-69.34
002143,印纪传媒,-27.47,40.19,44.59,21.15,29.15,110.83,   6.11亿, 169.5亿,0.02,271.81,-51.84
002375,亚厦股份,-27.47,15.69,16.54,9.82,11.38,68.43,  43.80亿, 547.1亿,0.07,387.11,-78.79
000040,东旭蓝天,-27.47,17.4,17.56,9.36,12.62,87.61,  20.09亿, 250.8亿,0.03,432.36,-86.58
300339,润和软件,-27.48,43.7,56.85,25.87,31.69,119.75,  13.46亿, 475.1亿,0.06,663.21,-26.55
002665,首航节能,-27.49,12.44,12.44,7.24,9.02,71.82,  23.13亿, 331.9亿,0.04,150.13,-45.01
000090,天健集团,-27.53,13.66,14.14,7.86,9.9,79.9,  28.99亿, 342.7亿,0.04,374.82,-25.52
300268,万福生科,-27.53,32.44,34.01,13.85,23.51,145.56,   6.10亿, 123.4亿,0.01,455.26,33.15
603116,红蜻蜓,-27.55,31.11,34.38,20.49,22.54,67.79,  10.15亿, 245.7亿,0.05,561.8,-40.44
300074,华平股份,-27.56,14.33,15.95,8.2,10.38,94.51,  43.32亿, 473.0亿,0.06,997.02,-24.41
601226,华电重工,-27.57,12.37,12.88,8.5,8.96,51.53,  16.55亿, 160.3亿,0.03,450.4,66.08
000650,仁和药业,-27.65,10.27,11.25,6.17,7.43,82.33,  50.58亿, 410.6亿,0.05,408.57,-65.63
000793,华闻传媒,-27.71,15.41,16.26,7.58,11.14,114.51,  122.6亿,  1309亿,0.16,670.87,-80.3
300446,乐凯新材,-27.71,61.96,66.1,31.76,44.79,108.12,   4.12亿, 232.2亿,0.03,547,21.08
000669,金鸿能源,-27.72,23.95,24.41,14.63,17.31,66.85,  12.55亿, 220.6亿,0.03,262.35,-20.33
600405,动力源,-27.77,16.17,17.97,10.08,11.68,78.27,  51.49亿, 719.3亿,0.14,1198.96,-86.45
300167,迪威视讯,-27.82,21.39,22.8,11.65,15.44,95.71,  21.69亿, 339.1亿,0.04,722.55,-61.23
300050,世纪鼎利,-27.84,18.82,20.18,11.17,13.58,80.66,  12.40亿, 282.7亿,0.03,378.13,-5.72
300109,新开源,-27.88,74.6,105.51,37.7,53.8,179.87,   8.74亿, 493.4亿,0.06,1035.4,-8.7
600611,大众交通,-27.92,9.49,10.6,5.87,6.84,80.58,  65.20亿, 654.8亿,0.12,417.04,-59.64
600169,太原重工,-27.93,5.98,6.18,3.7,4.31,67.03,  70.24亿, 316.1亿,0.06,289.78,-27.42
300334,津膜科技,-27.98,26.66,26.58,14.2,19.2,87.18,   6.88亿, 138.0亿,0.02,264.99,-40
002400,省广股份,-27.99,19.15,20.7,11.57,13.79,78.91,  25.44亿, 432.6亿,0.05,231.88,-40.89
600483,福能股份,-28.01,16.21,18.8,9.74,11.67,93.02,  13.92亿, 177.9亿,0.03,482.62,-47.93
600122,宏图高科,-28.03,16.98,20.29,11.02,12.22,84.12,  29.44亿, 411.1亿,0.08,256.41,-51.75
300190,维尔利,-28.06,23.45,25.18,13.98,16.87,80.11,   8.51亿, 159.4亿,0.02,257.07,-49.55
002208,合肥城建,-28.06,24.16,28.94,13.46,17.38,115.01,  26.99亿, 542.7亿,0.07,845.42,-64.53
600037,歌华有线,-28.07,22.91,23.8,12.92,16.48,84.21,  48.23亿, 801.6亿,0.15,412.83,-51.9
002439,启明星辰,-28.07,31.28,35.83,18.58,22.5,92.84,  24.52亿, 613.6亿,0.07,438.68,-66.46
600770,综艺股份,-28.08,15.1,19.6,10.13,10.86,93.48,  53.16亿, 706.9亿,0.13,481.26,-86.38
300078,思创医惠,-28.08,39.35,54.4,23.1,28.3,135.5,  22.90亿, 730.5亿,0.09,903.64,-47.29
002325,洪涛股份,-28.11,12.56,14.94,6.94,9.03,115.27,  56.42亿, 613.3亿,0.07,612.06,-62.97
002727,一心堂,-28.12,30.26,32.75,16.1,21.75,103.42,  13.06亿, 408.4亿,0.05,651.95,-51.13
000564,西安民生,-28.17,12.71,17,8,9.13,112.5,  29.89亿, 330.1亿,0.04,574.68,-66.47
600495,晋西车轴,-28.17,10.97,11.36,6.49,7.88,75.04,  58.35亿, 465.5亿,0.09,482.96,5.15
002071,长城影视,-28.17,18.99,19.83,11.9,13.64,66.64,   8.34亿, 129.3亿,0.02,259.63,-80.49
002588,史丹利,-28.17,16.15,18.65,11.19,11.6,66.67,  16.18亿, 272.6亿,0.03,227.51,34.39
601258,庞大集团,-28.21,3.97,4.15,2.61,2.85,59,  179.9亿, 543.6亿,0.1,277.58,-5.02
300075,数字政通,-28.24,29.82,33.86,16.76,21.4,102.03,  27.07亿, 627.7亿,0.08,1014.52,-62.44
600277,亿利洁能,-28.24,9.42,9.74,4.97,6.76,95.98,  66.09亿, 437.1亿,0.08,316.26,-71.01
